did,name,NumberOfClasses,NumberOfInstances,NumberOfFeatures,NumberOfMissingValues,classes_bin,samples_bin,features_bin_metadata,cell_metadata
42820,OxfordPets,37.0,7349.0,49153.0,0.0,15+,5000,100+,classes=15+ | samples=5000 | features=100+
42819,OxfordPets,37.0,7349.0,49153.0,0.0,15+,5000,100+,classes=15+ | samples=5000 | features=100+
803,delta_ailerons,2.0,7129.0,6.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
42178,telco-customer-churn,2.0,7043.0,20.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
41026,gisette,2.0,7000.0,5001.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
40666,clean2,2.0,6598.0,169.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
1116,musk,2.0,6598.0,168.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
847,wind,2.0,6574.0,15.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
41145,philippine,2.0,5832.0,309.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
4552,BachChoralHarmony,102.0,5665.0,17.0,0.0,15+,5000,10-20,classes=15+ | samples=5000 | features=10-20
1021,page-blocks,2.0,5473.0,11.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
30,page-blocks,5.0,5473.0,11.0,0.0,5,5000,10-20,classes=5 | samples=5000 | features=10-20
41142,christine,2.0,5418.0,1637.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
1489,phoneme,2.0,5404.0,6.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
1460,banana,2.0,5300.0,3.0,0.0,2,5000,3-5,classes=2 | samples=5000 | features=3-5
42193,compas-two-years,2.0,5278.0,14.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
42192,compas-two-years,2.0,5278.0,14.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
44186,KDDCup09_upselling,2.0,5128.0,50.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
44158,KDDCup09_upselling,2.0,5032.0,46.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
43947,KDDCup09_upselling,2.0,5032.0,46.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
44035,KDDCup09_upselling,2.0,5032.0,46.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
44185,KDDCup09_upselling,2.0,5032.0,46.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
979,waveform-5000,2.0,5000.0,41.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
46915,churn,2.0,5000.0,20.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
60,waveform-5000,3.0,5000.0,41.0,0.0,3,5000,40-60,classes=3 | samples=5000 | features=40-60
43949,rl,2.0,4970.0,13.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
44037,rl,2.0,4970.0,13.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
44160,rl,2.0,4970.0,13.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
45039,compas-two-years,2.0,4966.0,12.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
43892,national-longitudinal-survey-binary,2.0,4908.0,17.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
40498,wine-quality-white,7.0,4898.0,12.0,0.0,7-8,5000,10-20,classes=7-8 | samples=5000 | features=10-20
40983,wilt,2.0,4839.0,6.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
41000,jungle_chess_2pcs_endgame_panther_elephant,3.0,4704.0,47.0,0.0,3,5000,40-60,classes=3 | samples=5000 | features=40-60
41004,jungle_chess_2pcs_endgame_lion_elephant,3.0,4704.0,47.0,0.0,3,5000,40-60,classes=3 | samples=5000 | features=40-60
40997,jungle_chess_2pcs_endgame_panther_lion,3.0,4704.0,47.0,0.0,3,5000,40-60,classes=3 | samples=5000 | features=40-60
40998,jungle_chess_2pcs_endgame_panther_lion,3.0,4704.0,47.0,0.0,3,5000,40-60,classes=3 | samples=5000 | features=40-60
46925,Employee,2.0,4653.0,9.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
47153,spam,2.0,4601.0,58.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
44,spambase,2.0,4601.0,58.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
44095,spambase_reproduced,2.0,4601.0,58.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
1558,bank-marketing,2.0,4521.0,17.0,0.0,2,5000,10-20,classes=2 | samples=5000 | features=10-20
1039,hiva_agnostic,2.0,4229.0,1618.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
183,abalone,28.0,4177.0,9.0,0.0,15+,5000,5-10,classes=15+ | samples=5000 | features=5-10
720,abalone,2.0,4177.0,9.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
1557,abalone,3.0,4177.0,9.0,0.0,3,5000,5-10,classes=3 | samples=5000 | features=5-10
44306,Meta_Album_INS_Mini,104.0,4160.0,3.0,0.0,15+,5000,3-5,classes=15+ | samples=5000 | features=3-5
41156,ada,2.0,4147.0,49.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
728,analcatdata_supreme,2.0,4052.0,8.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
43051,art_daily_nojump4,2.0,4032.0,3.0,0.0,2,5000,3-5,classes=2 | samples=5000 | features=3-5
42810,PCam,2.0,4000.0,27649.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
871,pollen,2.0,3848.0,6.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
46933,hiva_agnostic,3.0,3845.0,1618.0,0.0,3,5000,100+,classes=3 | samples=5000 | features=100+
40596,slashdot,2.0,3782.0,1101.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
46912,Bioresponse,2.0,3751.0,1777.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
4134,Bioresponse,2.0,3751.0,1777.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
46800,AVIDa-SARS-CoV-2,2.0,3733.0,6.0,0.0,2,5000,5-10,classes=2 | samples=5000 | features=5-10
40910,Speech,2.0,3686.0,401.0,0.0,2,5000,100+,classes=2 | samples=5000 | features=100+
41005,jungle_chess_2pcs_endgame_rat_rat,2.0,3660.0,47.0,0.0,2,5000,40-60,classes=2 | samples=5000 | features=40-60
41143,jasmine,2.0,2984.0,145.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1485,madelon,2.0,2600.0,501.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
46956,seismic-bumps,2.0,2584.0,16.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
45562,seismic-bumps,2.0,2584.0,19.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
43980,wine,2.0,2554.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44091,wine,2.0,2554.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
46420,Apple_Stock_Price_Trends_(2014-2023),3.0,2516.0,19.0,0.0,3,2000,10-20,classes=3 | samples=2000 | features=10-20
1548,autoUniv-au4-2500,3.0,2500.0,101.0,0.0,3,2000,100+,classes=3 | samples=2000 | features=100+
46951,Pumpkin_Seeds,2.0,2500.0,13.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
389,fbis.wc,17.0,2463.0,2001.0,0.0,15+,2000,100+,classes=15+ | samples=2000 | features=100+
316,yeast_ml8,2.0,2417.0,117.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
40597,yeast,2.0,2417.0,117.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
40595,scene,2.0,2407.0,300.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
312,scene,2.0,2407.0,300.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
45968,BraidFlowSessionLevel,3.0,2364.0,124.0,0.0,3,2000,100+,classes=3 | samples=2000 | features=100+
41007,jungle_chess_2pcs_endgame_lion_lion,2.0,2352.0,47.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
40999,jungle_chess_2pcs_endgame_elephant_elephant,2.0,2351.0,47.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
40984,segment,7.0,2310.0,20.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
958,segment,2.0,2310.0,20.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
36,segment,7.0,2310.0,20.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
40704,Titanic,2.0,2201.0,4.0,0.0,2,2000,3-5,classes=2 | samples=2000 | features=3-5
772,quake,2.0,2178.0,4.0,0.0,2,2000,3-5,classes=2 | samples=2000 | features=3-5
46840,Estimation_of_Obesity_Levels,7.0,2111.0,17.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
46597,Estimation_of_Obesity_Levels,7.0,2111.0,17.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44443,covertype_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,55.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44437,electricity_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44685,christine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44684,christine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44683,christine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44657,Bioresponse_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44656,Bioresponse_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44655,Bioresponse_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44654,Bioresponse_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44653,Bioresponse_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44652,Internet-Advertisements_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44651,Internet-Advertisements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44650,Internet-Advertisements_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44649,Internet-Advertisements_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44648,Internet-Advertisements_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44642,dna_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,101.0,0.0,3,2000,100+,classes=3 | samples=2000 | features=100+
44641,dna_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,101.0,0.0,3,2000,100+,classes=3 | samples=2000 | features=100+
44640,dna_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,101.0,0.0,3,2000,100+,classes=3 | samples=2000 | features=100+
44711,Amazon_employee_access_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,10.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44710,Amazon_employee_access_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,10.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44709,Amazon_employee_access_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,10.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44708,Amazon_employee_access_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,10.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44707,connect-4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,43.0,0.0,3,2000,40-60,classes=3 | samples=2000 | features=40-60
44706,connect-4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,43.0,0.0,3,2000,40-60,classes=3 | samples=2000 | features=40-60
44705,connect-4_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,43.0,0.0,3,2000,40-60,classes=3 | samples=2000 | features=40-60
44704,connect-4_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,43.0,0.0,3,2000,40-60,classes=3 | samples=2000 | features=40-60
44703,connect-4_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,43.0,0.0,3,2000,40-60,classes=3 | samples=2000 | features=40-60
44692,wine-quality-white_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,12.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44691,wine-quality-white_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,12.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
46752,student_lifestyle_dataset,3.0,2000.0,8.0,0.0,3,2000,5-10,classes=3 | samples=2000 | features=5-10
44436,electricity_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
46873,student_lifestyle_dataset,3.0,2000.0,7.0,0.0,3,2000,5-10,classes=3 | samples=2000 | features=5-10
44435,electricity_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44434,electricity_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44564,philippine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44565,philippine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44566,philippine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44567,philippine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44568,ada_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,49.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44563,philippine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44561,madeline_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44562,madeline_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44743,shuttle_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,10.0,0.0,5,2000,5-10,classes=5 | samples=2000 | features=5-10
44722,jungle_chess_2pcs_raw_endgame_complete_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,7.0,0.0,3,2000,5-10,classes=3 | samples=2000 | features=5-10
44721,jungle_chess_2pcs_raw_endgame_complete_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,7.0,0.0,3,2000,5-10,classes=3 | samples=2000 | features=5-10
44720,jungle_chess_2pcs_raw_endgame_complete_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,7.0,0.0,3,2000,5-10,classes=3 | samples=2000 | features=5-10
44559,madeline_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44558,madeline_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
1022,mfeat-pixel,2.0,2000.0,241.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44560,madeline_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44716,nomao_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44715,nomao_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44713,nomao_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44714,nomao_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44712,Amazon_employee_access_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,10.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44547,gina_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44546,gina_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44545,gina_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44544,gina_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44543,gina_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44532,airlines_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44531,airlines_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44719,jungle_chess_2pcs_raw_endgame_complete_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,7.0,0.0,3,2000,5-10,classes=3 | samples=2000 | features=5-10
44718,jungle_chess_2pcs_raw_endgame_complete_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,7.0,0.0,3,2000,5-10,classes=3 | samples=2000 | features=5-10
44717,nomao_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44744,shuttle_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,10.0,0.0,5,2000,5-10,classes=5 | samples=2000 | features=5-10
44527,jasmine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44528,airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44529,airlines_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44530,airlines_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,8.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44526,jasmine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44525,jasmine_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44524,jasmine_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44523,jasmine_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44752,guillermo_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44751,guillermo_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44750,guillermo_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44749,guillermo_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44522,fabert_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,101.0,0.0,7-8,2000,100+,classes=7-8 | samples=2000 | features=100+
978,mfeat-factors,2.0,2000.0,217.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
962,mfeat-morphological,2.0,2000.0,7.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
44753,riccardo_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44639,dna_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,101.0,0.0,3,2000,100+,classes=3 | samples=2000 | features=100+
44638,dna_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,3.0,2000.0,101.0,0.0,3,2000,100+,classes=3 | samples=2000 | features=100+
44637,segment_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,17.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44636,segment_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,17.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44635,segment_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,17.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44634,segment_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,17.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44633,segment_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,17.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44572,ada_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,49.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44571,ada_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,49.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44570,ada_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,49.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44569,ada_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,49.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44690,wine-quality-white_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,12.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44689,wine-quality-white_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,12.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44688,wine-quality-white_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,7.0,2000.0,12.0,0.0,7-8,2000,10-20,classes=7-8 | samples=2000 | features=10-20
44687,christine_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44686,christine_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
995,mfeat-zernike,2.0,2000.0,48.0,0.0,2,2000,40-60,classes=2 | samples=2000 | features=40-60
44754,riccardo_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44756,riccardo_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44755,riccardo_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44757,riccardo_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44763,Click_prediction_small_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44765,Click_prediction_small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44764,Click_prediction_small_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44773,sf-police-incidents_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,9.0,0.0,2,2000,5-10,classes=2 | samples=2000 | features=5-10
40592,image,2.0,2000.0,140.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44766,Click_prediction_small_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44767,Click_prediction_small_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,12.0,0.0,2,2000,10-20,classes=2 | samples=2000 | features=10-20
44748,guillermo_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,2.0,2000.0,101.0,0.0,2,2000,100+,classes=2 | samples=2000 | features=100+
44747,shuttle_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,10.0,0.0,5,2000,5-10,classes=5 | samples=2000 | features=5-10
44746,shuttle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,5.0,2000.0,10.0,0.0,5,2000,5-10,classes=5 | samples=2000 | features=5-10
